VIN,CustomerID,Start_date,Vendor_name,Part_price,Part_number,Quantity
4AO3LKJSBVK865142,38,2021-7-20,Betatech,32.45,BH-EAEM0140,4
4AO3LKJSBVK865142,38,2021-7-20,Zathunicon,71.11,BH-EAES0127,2
4AO3LKJSBVK865142,38,2021-7-20,Toughzap,69.5,BH-PACBS0175,4
4AO3LKJSBVK865142,38,2021-7-20,Plexzap,101.55,TP-BAE0017,2
4AO3LKJSBVK865142,38,2021-7-20,Zathunicon,85.25,TP-PACBS0196,3
4AO3LKJSBVK865142,98,2021-7-30,Funholding,10.33,BM-EAEM0148,3
4AO3LKJSBVK865142,98,2021-7-30,Toughzap,99.41,PP-EAES0099,2
4AO3LKJSBVK865142,98,2021-7-30,Nam-zim,35.51,TP-EAEM0146,3
4AO3LKJSBVK865142,98,2021-7-30,Finhigh,37.55,TP-EAES0107,1
4AO3LKJSBVK865142,98,2021-7-30,Plexzap,112.45,ZN-10141,3
4AO3LKJSBVK865142,98,2021-7-30,Blackzim,76.41,ZN-PACBS0193,3
4AO3LKJSBVK865142,15,2021-8-28,Finhigh,75.95,FG-EAEM0150,2
4AO3LKJSBVK865142,15,2021-8-28,Toughzap,50.88,FG-ICS0156,4
4JT7M5DVI8N560897,103,2021-6-23,Nam-zim,1.12,BM-EAEAD0047,4
4JT7M5DVI8N560897,103,2021-6-23,Funholding,26.26,BM-PACBS0166,4
4JT7M5DVI8N560897,103,2021-6-23,Betatech,20.52,TP-10141,4
4JT7M5DVI8N560897,103,2021-6-23,Finhigh,34.8,TP-EAEGAM0066,3
4M0LNVY3QN7194734,119,2020-7-26,Plexzap,43.59,BM-BAE0021,1
4M0LNVY3QN7194734,119,2020-7-26,Nam-zim,66.4,BM-EAEWH0128,2
4M0LNVY3QN7194734,119,2020-7-26,Betatech,18.88,BM-PACBS0167,3
4M0LNVY3QN7194734,119,2020-7-26,Finhigh,43.24,BM-PACBS0177,1
4M0LNVY3QN7194734,119,2020-7-26,Plexzap,84.32,NM-EAEGAM0071,1
4M0LNVY3QN7194734,119,2020-7-26,Blackzim,89.37,NM-EAES0108,3
4M0LNVY3QN7194734,119,2020-7-26,Zathunicon,65.91,NM-ICS0161,2
4M0LNVY3QN7194734,119,2020-7-26,Finhigh,73.25,PP-EAEM0143,4
4M0LNVY3QN7194734,119,2020-7-26,Nam-zim,70.38,TP-PACBS0169,2
4M0LNVY3QN7194734,119,2020-7-26,Funholding,41.25,TP-PACBS0195,2
4M0LNVY3QN7194734,95,2020-10-13,Betatech,1.98,BH-EAEESS0057,4
4M0LNVY3QN7194734,95,2020-10-13,Finhigh,27.52,BH-PACBS0168,1
4M0LNVY3QN7194734,95,2020-10-13,Blackzim,68.02,BH-PACBS0185,4
4M0LNVY3QN7194734,95,2020-10-13,Plexzap,72.03,BM-EAEGAM0073,4
4M0LNVY3QN7194734,95,2020-10-13,Nam-zim,40.81,BM-EAEIS0078,2
4M0LNVY3QN7194734,95,2020-10-13,Betatech,26.69,PP-EAECS0050,3
4M0LNVY3QN7194734,95,2020-10-13,Betatech,15.9,PP-EAECS0052,1
4M0LNVY3QN7194734,94,2021-2-26,Blackzim,39.71,FH-BAEW0036,2
4M0LNVY3QN7194734,94,2021-2-26,Funholding,21.78,FH-PACBS0179,4
4M0LNVY3QN7194734,94,2021-2-26,Plexzap,87.15,NM-EAEESS0059,3
4M0LNVY3QN7194734,108,2021-8-14,Betatech,60.31,FH-EAELASS0084,4
4M0LNVY3QN7194734,151,2021-9-4,Finhigh,13.29,FG-BAED0030,4
4M0LNVY3QN7194734,151,2021-9-4,Betatech,73.47,FG-EAEESS0057,2
4M0LNVY3QN7194734,151,2021-9-4,Betatech,47.1,ZN-EAEESS0053,3
4M0LNVY3QN7194734,151,2021-9-4,Toughzap,48.81,ZN-EAEGAM0073,3
4MN32RC4IOG603247,134,2021-3-1,Finhigh,17.63,BM-EAEIS0075,3
4MN32RC4IOG603247,134,2021-3-1,Zathunicon,20.66,BM-EAELASS0091,1
4MN32RC4IOG603247,134,2021-3-1,Zathunicon,4.96,ZN-EAES0103,2
4MN32RC4IOG603247,134,2021-3-1,Finhigh,28.42,ZN-EAES0127,3
4QJE0AIYWQG719639,112,2021-7-14,Blackzim,17.04,FH-BAED0028,2
4QJE0AIYWQG719639,112,2021-7-14,Blackzim,9.41,FH-EAEESS0053,4
4QJE0AIYWQG719639,112,2021-7-14,Zathunicon,13.99,PP-EAES0108,2
4QJE0AIYWQG719639,112,2021-7-14,Blackzim,25.05,ZN-BAE0007,4
4QJE0AIYWQG719639,132,2021-7-31,Funholding,4.97,FG-PACBS0191,2
4QJE0AIYWQG719639,132,2021-7-31,Nam-zim,8.83,FH-EAEM0149,1
4QJE0AIYWQG719639,132,2021-7-31,Finhigh,27.91,PP-EAEGAM0071,2
4QJE0AIYWQG719639,175,2021-8-17,Funholding,12.39,BM-BAE0019,1
4QJE0AIYWQG719639,175,2021-8-17,Nam-zim,30.09,BM-PACBS0173,1
4QJE0AIYWQG719639,175,2021-8-17,Toughzap,28.82,ZN-EAELASS0085,2
4QJE0AIYWQG719639,175,2021-8-17,Funholding,29.62,ZN-PACBS0163,3
4QJE0AIYWQG719639,4,2021-9-2,Nam-zim,7.26,FH-BAE0000,4
4QJE0AIYWQG719639,4,2021-9-2,Nam-zim,14.58,FH-EAELASS0090,4
4QJE0AIYWQG719639,4,2021-9-2,Plexzap,42.62,FH-EAES0096,3
4QJE0AIYWQG719639,4,2021-9-2,Zathunicon,2.33,TP-BAE0010,2
4QJE0AIYWQG719639,4,2021-9-2,Finhigh,28.09,TP-BAEW0033,3
4QJE0AIYWQG719639,4,2021-9-2,Zathunicon,30.9,TP-EAEM0133,3
4QJE0AIYWQG719639,132,2021-9-13,Finhigh,4.26,TP-EAEESS0053,1
4U6EIHP6IVH261573,43,2021-5-6,Zathunicon,73.02,FH-BAEW0038,4
4U6EIHP6IVH261573,43,2021-5-6,Finhigh,7.89,FH-EAEGAM0064,3
4U6EIHP6IVH261573,43,2021-5-6,Blackzim,68.42,FH-EAEGAM0071,2
4U6EIHP6IVH261573,43,2021-5-6,Funholding,6.17,FH-EAEM0143,2
4U6EIHP6IVH261573,43,2021-5-6,Toughzap,27.82,PP-PACBS0167,3
4U6EIHP6IVH261573,43,2021-5-6,Nam-zim,64.39,TP-BAE0002,2
4U6EIHP6IVH261573,43,2021-5-6,Plexzap,72.08,TP-ICS0153,1
4U6EIHP6IVH261573,43,2021-5-6,Zathunicon,35.46,ZN-EAEIS0078,3
4U6EIHP6IVH261573,43,2021-5-6,Toughzap,59.09,ZN-ICS0155,4
4U6EIHP6IVH261573,14,2021-8-7,Finhigh,80.81,FG-PACBS0175,4
4U6EIHP6IVH261573,14,2021-8-7,Plexzap,71.07,TP-PACBS0168,3
4VCO5FCED7G676135,159,2021-2-25,Zathunicon,26.58,FH-BAE0007,4
4VCO5FCED7G676135,159,2021-2-25,Nam-zim,37.59,ZN-BAEW0033,2
4VCO5FCED7G676135,159,2021-2-25,Blackzim,27.76,ZN-EAEM0150,1
4VCO5FCED7G676135,81,2021-4-4,Nam-zim,66.17,BM-BAEW0039,2
4VCO5FCED7G676135,81,2021-4-4,Nam-zim,66.74,BM-EAEM0146,4
4VCO5FCED7G676135,81,2021-4-4,Funholding,67.49,NM-EAES0097,2
4VCO5FCED7G676135,81,2021-4-4,Funholding,29.76,PP-EAELASS0088,4
4VCO5FCED7G676135,81,2021-4-4,Plexzap,79.24,PP-PACBS0188,3
4VCO5FCED7G676135,81,2021-4-4,Blackzim,50.71,ZN-BAED0026,1
4VCO5FCED7G676135,81,2021-4-4,Plexzap,68.41,ZN-EAES0096,4
4VCO5FCED7G676135,164,2021-4-30,Betatech,56.68,NM-PACBS0183,4
4VCO5FCED7G676135,164,2021-4-30,Blackzim,22.68,PP-EAES0126,2
4VCO5FCED7G676135,164,2021-4-30,Toughzap,27.6,PP-ICS0161,1
4VCO5FCED7G676135,111,2021-5-3,Funholding,47.37,FG-EAECS0052,3
4VCO5FCED7G676135,111,2021-5-3,Funholding,19.6,FG-EAEIS0082,1
4VCO5FCED7G676135,154,2021-7-27,Nam-zim,25.81,BH-BAE0008,1
4VCO5FCED7G676135,154,2021-7-27,Funholding,22.7,BH-BAE0019,2
4VCO5FCED7G676135,154,2021-7-27,Nam-zim,14.64,PP-PACBS0182,4
4VCO5FCED7G676135,33,2021-8-7,Funholding,68.17,BH-EAEGAM0064,4
4VCO5FCED7G676135,33,2021-8-7,Finhigh,10.74,BH-EAES0099,4
4VCO5FCED7G676135,33,2021-8-7,Plexzap,32.05,FH-EAEM0142,3
4VCO5FCED7G676135,33,2021-8-7,Betatech,72.78,FH-EAES0100,4
4VCO5FCED7G676135,36,2021-9-10,Toughzap,10.96,FG-BAED0031,3
4VCO5FCED7G676135,36,2021-9-10,Toughzap,31.13,FG-EAEIS0081,1
4VCO5FCED7G676135,36,2021-9-10,Betatech,42.48,FH-EAELASS0083,1
4VCO5FCED7G676135,36,2021-9-10,Nam-zim,54.6,NM-EAEM0132,4
4VCO5FCED7G676135,36,2021-9-10,Funholding,40.31,NM-EAES0099,2
4VCO5FCED7G676135,36,2021-9-10,Nam-zim,53.67,ZN-BAED0032,1
4VCO5FCED7G676135,36,2021-9-10,Funholding,63.06,ZN-EAEESS0055,1
4VCO5FCED7G676135,36,2021-9-10,Zathunicon,45.37,ZN-EAELASS0087,3
4VCO5FCED7G676135,36,2021-9-10,Betatech,39.79,ZN-PACBS0171,3
4ZDD0PLHYQ2396481,143,2021-5-21,Finhigh,46.93,FH-BAE0018,3
4ZDD0PLHYQ2396481,143,2021-5-21,Plexzap,6.53,PP-PACBS0167,1
4ZDD0PLHYQ2396481,134,2021-7-15,Finhigh,7.75,BM-PACBS0195,1
4ZDD0PLHYQ2396481,134,2021-7-15,Zathunicon,6.83,TP-EAEM0142,1
4ZDD0PLHYQ2396481,190,2021-8-6,Nam-zim,3.89,FG-EAESS0118,1
4ZDD0PLHYQ2396481,190,2021-8-6,Blackzim,23.19,NM-BAE0001,4
4ZDD0PLHYQ2396481,190,2021-8-6,Plexzap,14.73,PP-EAES0105,1
4ZDD0PLHYQ2396481,190,2021-8-6,Zathunicon,29.29,PP-PACBS0167,3
4ZDD0PLHYQ2396481,190,2021-8-6,Plexzap,40.14,ZN-BAE0010,4
4ZDD0PLHYQ2396481,190,2021-8-6,Funholding,28.32,ZN-EAEGAM0066,3
4ZDD0PLHYQ2396481,190,2021-8-6,Zathunicon,45.79,ZN-EAEM0137,2
4ZDD0PLHYQ2396481,190,2021-8-6,Toughzap,0.17,ZN-PACBS0183,3
4ZDD0PLHYQ2396481,64,2021-8-13,Toughzap,1.24,TP-EAES0111,2
4ZDD0PLHYQ2396481,64,2021-8-13,Finhigh,42.08,TP-PACBS0189,2
4ZDD0PLHYQ2396481,74,2021-8-31,Toughzap,21.42,FH-ICS0155,1
4ZDD0PLHYQ2396481,74,2021-8-31,Blackzim,39.64,PP-EAEM0138,1
4ZDD0PLHYQ2396481,74,2021-8-31,Toughzap,22.28,PP-EAEM0144,3
4ZDD0PLHYQ2396481,74,2021-8-31,Toughzap,21.11,PP-EAES0093,4
4ZDD0PLHYQ2396481,74,2021-8-31,Finhigh,0.76,PP-PACBS0191,1
4ZDD0PLHYQ2396481,74,2021-8-31,Finhigh,29.49,ZN-EAEGAM0068,3
517DV0QLBFR999628,47,2021-5-10,Plexzap,11.06,BH-EAELASS0092,1
517DV0QLBFR999628,47,2021-5-10,Blackzim,8.82,BH-EAES0111,4
517DV0QLBFR999628,47,2021-5-10,Betatech,22.31,NM-PACBS0165,4
517DV0QLBFR999628,47,2021-5-10,Zathunicon,18.07,PP-EAEGAM0068,2
517DV0QLBFR999628,44,2021-6-6,Funholding,25.44,FH-EAECS0049,3
517DV0QLBFR999628,44,2021-6-6,Blackzim,28.64,FH-EAEESS0058,2
517DV0QLBFR999628,44,2021-6-6,Zathunicon,9.16,FH-EAEM0150,4
517DV0QLBFR999628,173,2021-7-3,Blackzim,22.39,BH-EAEGAM0068,1
517DV0QLBFR999628,173,2021-7-3,Nam-zim,14.77,BH-EAEGAM0072,4
517DV0QLBFR999628,173,2021-7-3,Nam-zim,19.65,PP-BAE0002,4
52RI0SIMIEO259872,158,2021-5-24,Plexzap,29.15,BH-BAE0007,3
52RI0SIMIEO259872,158,2021-5-24,Zathunicon,9.09,NM-EAEIS0080,3
52RI0SIMIEO259872,196,2021-5-29,Nam-zim,27.57,BH-BAEW0040,3
52RI0SIMIEO259872,196,2021-5-29,Zathunicon,9.8,BH-EAECS0050,2
52RI0SIMIEO259872,196,2021-5-29,Funholding,16.59,BM-BAED0024,4
52RI0SIMIEO259872,118,2021-6-30,Blackzim,27.68,BH-BAED0032,3
52RI0SIMIEO259872,118,2021-6-30,Funholding,3.23,BH-EAEGAM0065,1
52RI0SIMIEO259872,118,2021-6-30,Nam-zim,20.32,FG-BAE0018,2
52RI0SIMIEO259872,118,2021-6-30,Zathunicon,21.55,FH-EAELASS0088,1
52RI0SIMIEO259872,118,2021-6-30,Funholding,29.28,TP-BAE0013,4
52RI0SIMIEO259872,118,2021-6-30,Zathunicon,37.71,TP-PACBS0179,1
52RI0SIMIEO259872,189,2021-7-13,Finhigh,11.92,NM-BAED0024,4
52RI0SIMIEO259872,189,2021-7-13,Blackzim,11.96,NM-PACBS0176,4
52RI0SIMIEO259872,166,2021-9-18,Finhigh,37.12,BM-BAE0011,2
52RI0SIMIEO259872,166,2021-9-18,Zathunicon,6.68,BM-ICS0158,1
52RI0SIMIEO259872,166,2021-9-18,Toughzap,11.36,NM-EAEESS0056,3
52RI0SIMIEO259872,166,2021-9-18,Blackzim,27.37,NM-EAEGAM0073,1
52RI0SIMIEO259872,166,2021-9-18,Toughzap,9.43,TP-EAELASS0089,4
52RI0SIMIEO259872,166,2021-9-18,Betatech,3.76,TP-PACBS0166,4
572N6O1FPHF266007,168,2021-4-13,Nam-zim,14.16,BH-BAE0018,1
572N6O1FPHF266007,76,2021-5-16,Finhigh,22.83,BM-BAE0004,1
572N6O1FPHF266007,76,2021-5-16,Zathunicon,29.1,BM-EAESS0117,4
572N6O1FPHF266007,76,2021-5-16,Betatech,3.01,ZN-EAEIS0081,2
572N6O1FPHF266007,57,2021-9-1,Nam-zim,4.02,FG-EAES0124,1
572N6O1FPHF266007,57,2021-9-1,Funholding,20.35,TP-EAECS0051,2
572N6O1FPHF266007,57,2021-9-1,Toughzap,27.82,TP-EAES0127,1
5BYUV0G3UUI083209,64,2021-5-22,Nam-zim,60.54,FH-EAES0123,4
5BYUV0G3UUI083209,64,2021-5-22,Blackzim,106.98,TP-PACBS0189,4
5BYUV0G3UUI083209,64,2021-5-22,Betatech,49.7,ZN-BAE0008,4
5BYUV0G3UUI083209,64,2021-5-22,Blackzim,42.08,ZN-PACBS0182,2
5BYUV0G3UUI083209,69,2021-6-30,Funholding,117.5,FG-BAED0029,4
5BYUV0G3UUI083209,69,2021-6-30,Toughzap,26.98,FG-EAEWH0131,4
5BYUV0G3UUI083209,69,2021-6-30,Zathunicon,106.67,FG-PACBS0164,1
5BYUV0G3UUI083209,69,2021-6-30,Blackzim,53.8,FG-PACBS0174,1
5BYUV0G3UUI083209,69,2021-6-30,Betatech,68.49,FH-EAEGAM0065,1
5BYUV0G3UUI083209,96,2021-8-4,Zathunicon,65.21,BH-EAEM0140,4
5BYUV0G3UUI083209,96,2021-8-4,Plexzap,82.65,BH-EAEM0150,1
5BYUV0G3UUI083209,96,2021-8-4,Betatech,69.02,FG-EAEGAM0074,1
5BYUV0G3UUI083209,96,2021-8-4,Betatech,103.79,FG-PACBS0172,3
5BYUV0G3UUI083209,96,2021-8-4,Blackzim,58.5,ZN-EAEESS0054,3
5BYUV0G3UUI083209,96,2021-8-4,Nam-zim,105.58,ZN-EAES0101,4
5BYUV0G3UUI083209,96,2021-8-4,Toughzap,91.44,ZN-EAES0108,4
5CB4NEI0MK5675645,87,2021-6-4,Betatech,114.51,FG-EAEM0132,3
5CB4NEI0MK5675645,87,2021-6-4,Toughzap,66.95,FG-PACBS0197,3
5CB4NEI0MK5675645,87,2021-6-4,Funholding,95.14,FH-EAECS0049,2
5CB4NEI0MK5675645,87,2021-6-4,Toughzap,113.49,FH-EAES0121,4
5CB4NEI0MK5675645,87,2021-6-4,Betatech,124.93,FH-ICS0161,4
5CB4NEI0MK5675645,63,2021-8-26,Blackzim,100.51,BH-EAEGAM0067,1
5CB4NEI0MK5675645,63,2021-8-26,Funholding,141.3,ZN-EAEGAM0066,2
5NBXLBXN4X5470477,60,2021-7-13,Zathunicon,19.15,FG-BAE0011,2
5NBXLBXN4X5470477,60,2021-7-13,Blackzim,28.12,FG-EAELASS0088,3
5NBXLBXN4X5470477,60,2021-7-13,Nam-zim,10.19,ZN-BAE0005,3
5NBXLBXN4X5470477,60,2021-7-13,Finhigh,28.87,ZN-EAEGAM0063,3
5NBXLBXN4X5470477,53,2021-8-19,Plexzap,16.34,BH-BAED0027,3
5NBXLBXN4X5470477,53,2021-8-19,Blackzim,33.37,FG-10141,4
5NBXLBXN4X5470477,53,2021-8-19,Nam-zim,30.82,FG-EAEIS0082,3
5NBXLBXN4X5470477,53,2021-8-19,Finhigh,28.77,FH-BAE0010,4
5NBXLBXN4X5470477,53,2021-8-19,Betatech,17.81,FH-BAEW0038,3
5NBXLBXN4X5470477,53,2021-8-19,Betatech,23.21,FH-EAEWH0128,2
5NBXLBXN4X5470477,53,2021-8-19,Funholding,35.14,ZN-EAEIS0078,2
5PIT4XQ2IDT961455,155,2020-10-2,Funholding,1.77,BH-BAE0016,1
5PIT4XQ2IDT961455,155,2020-10-2,Zathunicon,33.63,ZN-BAE0015,1
5PIT4XQ2IDT961455,155,2020-10-2,Finhigh,18.08,ZN-EAEGAM0069,4
5PIT4XQ2IDT961455,116,2020-12-8,Betatech,17.18,BM-BAE0005,4
5PIT4XQ2IDT961455,116,2020-12-8,Finhigh,22.88,ZN-EAES0095,2
5PIT4XQ2IDT961455,15,2020-12-30,Blackzim,28.92,FH-EAECS0049,2
5PIT4XQ2IDT961455,15,2020-12-30,Finhigh,27.03,FH-PACBS0190,2
5PIT4XQ2IDT961455,193,2021-4-26,Finhigh,2.09,NM-BAE0004,1
5PIT4XQ2IDT961455,193,2021-4-26,Blackzim,11.22,NM-PACBS0179,2
5PIT4XQ2IDT961455,193,2021-4-26,Funholding,5.96,ZN-EAEGAM0066,1
5PIT4XQ2IDT961455,7,2021-6-12,Zathunicon,14.37,FG-EAEAD0047,3
5PIT4XQ2IDT961455,7,2021-6-12,Toughzap,19.69,ZN-EAEGAM0074,1
5PIT4XQ2IDT961455,70,2021-7-26,Zathunicon,0.51,FH-PACBS0172,3
5PIT4XQ2IDT961455,95,2021-9-8,Finhigh,19.01,BH-EAEM0132,2
5PIT4XQ2IDT961455,95,2021-9-8,Toughzap,22.62,BH-EAEM0146,1
5PIT4XQ2IDT961455,95,2021-9-8,Toughzap,28.23,BH-EAES0112,2
5PIT4XQ2IDT961455,95,2021-9-8,Betatech,12.71,NM-EAEM0135,4
5PIT4XQ2IDT961455,95,2021-9-8,Betatech,11.98,NM-EAES0099,2
5PIT4XQ2IDT961455,95,2021-9-8,Blackzim,0.16,PP-EAEM0142,4
5RCHA2RQSKN126776,199,2020-12-13,Toughzap,90.9,BM-BAEW0035,4
5RCHA2RQSKN126776,199,2020-12-13,Zathunicon,39.08,FH-BAED0023,2
5RCHA2RQSKN126776,199,2020-12-13,Finhigh,84.37,FH-BAEW0033,2
5RCHA2RQSKN126776,69,2021-3-3,Toughzap,61.57,BM-BAE0004,1
5RCHA2RQSKN126776,69,2021-3-3,Betatech,82.75,BM-EAEM0139,4
5RCHA2RQSKN126776,69,2021-3-3,Finhigh,1,NM-ICS0155,3
5RCHA2RQSKN126776,69,2021-3-3,Zathunicon,16.4,PP-EAEM0138,2
5RCHA2RQSKN126776,69,2021-3-3,Finhigh,102.67,PP-EAES0099,3
5RCHA2RQSKN126776,69,2021-3-3,Blackzim,33.86,PP-EAES0113,4
5RCHA2RQSKN126776,69,2021-3-3,Funholding,91.86,PP-PACBS0175,3
5RCHA2RQSKN126776,69,2021-3-3,Finhigh,13.45,ZN-EAES0099,1
5RCHA2RQSKN126776,69,2021-3-3,Betatech,52.44,ZN-ICS0162,3
5RCHA2RQSKN126776,157,2021-3-28,Finhigh,37.86,BM-EAEGAM0074,3
5RCHA2RQSKN126776,157,2021-3-28,Plexzap,71.66,BM-EAEIS0075,1
5RCHA2RQSKN126776,18,2021-5-24,Blackzim,60.89,BM-BAE0002,2
5RCHA2RQSKN126776,18,2021-5-24,Finhigh,3.82,BM-EAES0113,2
5RCHA2RQSKN126776,18,2021-5-24,Plexzap,100.73,BM-PACBS0176,3
5RCHA2RQSKN126776,18,2021-5-24,Nam-zim,52.08,NM-PACBS0174,2
5T4361QO304945721,83,2020-12-7,Betatech,8.53,FG-EAESS0118,3
5T4361QO304945721,83,2020-12-7,Plexzap,76.28,ZN-EAELASS0090,1
5T4361QO304945721,49,2021-5-25,Plexzap,75.77,NM-BAE0014,3
5T4361QO304945721,49,2021-5-25,Funholding,42.93,NM-ICS0159,4
5T4361QO304945721,119,2021-7-16,Plexzap,65.69,FH-PACBS0185,2
5UQZITKQTP7241158,145,2021-1-11,Nam-zim,105.34,BH-BAE0019,1
5UQZITKQTP7241158,145,2021-1-11,Toughzap,105.57,BH-EAEM0144,1
5UQZITKQTP7241158,145,2021-1-11,Funholding,70.59,BM-BAE0010,2
5UQZITKQTP7241158,145,2021-1-11,Betatech,22.93,FG-EAEIS0076,4
5UQZITKQTP7241158,145,2021-1-11,Toughzap,64.72,FG-EAELASS0086,2
5UQZITKQTP7241158,145,2021-1-11,Funholding,52.6,NM-EAES0106,1
5UQZITKQTP7241158,145,2021-1-11,Funholding,40.12,PP-EAEGAM0070,2
5UQZITKQTP7241158,145,2021-1-11,Plexzap,133.83,PP-PACBS0184,1
5UQZITKQTP7241158,109,2021-1-25,Nam-zim,59.17,FH-BAEW0034,4
5UQZITKQTP7241158,32,2021-3-7,Blackzim,91.25,BH-PACBS0175,4
5UQZITKQTP7241158,32,2021-3-7,Funholding,31.72,NM-EAEESS0057,4
5UQZITKQTP7241158,32,2021-3-7,Nam-zim,3.91,NM-EAELASS0090,2
5UQZITKQTP7241158,32,2021-3-7,Nam-zim,50.39,PP-PACBS0175,4
5UQZITKQTP7241158,32,2021-3-7,Betatech,131.95,ZN-PACBS0177,4
5UQZITKQTP7241158,2,2021-3-22,Nam-zim,151.36,NM-BAE0016,3
5UQZITKQTP7241158,87,2021-5-29,Zathunicon,89.37,BH-PACBS0177,1
5UQZITKQTP7241158,87,2021-5-29,Betatech,119.85,BM-PACBS0163,3
5UQZITKQTP7241158,87,2021-5-29,Nam-zim,15.95,BM-PACBS0196,3
5UQZITKQTP7241158,87,2021-5-29,Toughzap,50.92,FG-EAEAD0047,4
5UQZITKQTP7241158,87,2021-5-29,Zathunicon,52.62,FG-EAEIS0082,2
5UQZITKQTP7241158,87,2021-5-29,Blackzim,153.6,PP-PACBS0188,2
5UQZITKQTP7241158,146,2021-6-2,Finhigh,34.19,FG-EAECS0049,2
5UQZITKQTP7241158,146,2021-6-2,Plexzap,73.45,FG-EAESS0115,1
5UQZITKQTP7241158,58,2021-6-13,Toughzap,2.06,FG-EAES0126,3
5UQZITKQTP7241158,58,2021-6-13,Funholding,18.68,FG-EAEWH0128,2
5UQZITKQTP7241158,58,2021-6-13,Funholding,41.24,FH-BAE0009,2
5UQZITKQTP7241158,58,2021-6-13,Funholding,85.32,FH-EAEM0134,3
5UQZITKQTP7241158,58,2021-6-13,Toughzap,40.35,NM-BAE0014,1
5UQZITKQTP7241158,58,2021-6-13,Toughzap,147.64,TP-BAEW0034,2
5UQZITKQTP7241158,58,2021-6-13,Toughzap,92.11,ZN-PACBS0168,3
5UQZITKQTP7241158,162,2021-8-11,Nam-zim,152.8,FG-EAEM0145,3
5UQZITKQTP7241158,162,2021-8-11,Nam-zim,96.94,TP-EAEGAM0068,4
5UQZITKQTP7241158,162,2021-8-11,Betatech,94.19,TP-EAEWH0128,2
5W5DTMZTE7I312231,64,2020-8-27,Toughzap,51.7,BH-EAECS0052,1
5W5DTMZTE7I312231,64,2020-8-27,Blackzim,6,BM-EAEAD0046,3
5W5DTMZTE7I312231,64,2020-8-27,Nam-zim,116.34,FG-BAED0032,1
5W5DTMZTE7I312231,64,2020-8-27,Betatech,119.17,FG-EAELASS0091,2
5W5DTMZTE7I312231,64,2020-8-27,Zathunicon,77.64,FH-EAEESS0054,3
5W5DTMZTE7I312231,64,2020-8-27,Finhigh,188.5,FH-PACBS0172,1
5W5DTMZTE7I312231,64,2020-8-27,Blackzim,43.45,ZN-PACBS0181,2
60R1UZM2YJQ922532,47,2021-7-6,Zathunicon,149.4,BM-BAE0019,1
60R1UZM2YJQ922532,14,2021-7-11,Toughzap,27.5,ZN-EAESS0118,3
60R1UZM2YJQ922532,109,2021-8-4,Nam-zim,107,FH-EAEIS0076,1
60R1UZM2YJQ922532,109,2021-8-4,Finhigh,122.09,FH-EAESS0119,2
60R1UZM2YJQ922532,192,2021-8-16,Nam-zim,64.97,NM-EAECS0050,4
60R1UZM2YJQ922532,192,2021-8-16,Finhigh,59.42,NM-EAEIS0080,1
60R1UZM2YJQ922532,192,2021-8-16,Finhigh,18.89,NM-EAES0099,1
60R1UZM2YJQ922532,27,2021-8-27,Blackzim,124.58,FH-BAEW0038,4
60R1UZM2YJQ922532,27,2021-8-27,Plexzap,71.76,FH-EAESS0115,3
60R1UZM2YJQ922532,151,2021-9-15,Funholding,78.86,TP-BAEW0037,4
60R1UZM2YJQ922532,151,2021-9-15,Plexzap,103.06,TP-PACBS0170,2
61ZH3G2YGUO461519,88,2021-4-12,Toughzap,39.13,ZN-EAEAD0041,1
61ZH3G2YGUO461519,133,2021-5-1,Betatech,50.1,PP-BAE0018,3
61ZH3G2YGUO461519,133,2021-5-1,Funholding,55.78,PP-EAESS0116,3
61ZH3G2YGUO461519,146,2021-5-12,Finhigh,26.52,BH-BAED0031,2
61ZH3G2YGUO461519,146,2021-5-12,Nam-zim,19.09,BH-EAES0093,2
61ZH3G2YGUO461519,146,2021-5-12,Funholding,6.23,BM-EAELASS0086,1
61ZH3G2YGUO461519,146,2021-5-12,Blackzim,20.25,FG-EAEM0145,3
61ZH3G2YGUO461519,146,2021-5-12,Zathunicon,13.06,FG-PACBS0177,1
61ZH3G2YGUO461519,146,2021-5-12,Funholding,18.13,TP-PACBS0191,1
61ZH3G2YGUO461519,27,2021-6-27,Zathunicon,22.7,TP-EAEESS0061,1
61ZH3G2YGUO461519,27,2021-6-27,Blackzim,23.09,TP-EAEWH0129,2
61ZH3G2YGUO461519,27,2021-6-27,Betatech,12.63,TP-PACBS0179,3
61ZH3G2YGUO461519,76,2021-9-1,Funholding,39.89,PP-EAEAD0042,1
61ZH3G2YGUO461519,144,2021-9-24,Blackzim,16.21,FG-EAEAD0042,3
61ZH3G2YGUO461519,144,2021-9-24,Nam-zim,6.76,FG-PACBS0171,2
62EPDI1EYYJ402081,4,2020-11-14,Betatech,36.87,FG-EAEGAM0068,1
62EPDI1EYYJ402081,4,2020-11-14,Plexzap,7.64,PP-EAEESS0059,1
62EPDI1EYYJ402081,4,2020-11-14,Funholding,75.28,PP-EAEM0139,2
62EPDI1EYYJ402081,4,2020-11-14,Plexzap,79.25,PP-ICS0155,4
62EPDI1EYYJ402081,39,2021-2-21,Funholding,89.73,BM-EAEESS0061,1
62EPDI1EYYJ402081,39,2021-2-21,Funholding,37.83,BM-EAES0106,1
62EPDI1EYYJ402081,39,2021-2-21,Zathunicon,71.44,FH-BAE0009,4
