VIN,Manufacturer_name,Model_name,Model_year,Invoice_price,Description,CustomerID,Sold_date,Sold_price,Add_date,Type,Sold_by,Added_by
F63IMMDNGBM441376,Acura,EL,2004,1204.33,active safety features; ,141,2021-4-20,1785.26,2020-12-16,Truck,user08,user09
F66S3YWRFV8712696,Ford,ECONOLINE,2004,3896.03,supernew catalytic converter; ,146,2021-6-28,4038.54,2021-1-7,Car,user21,roland
FB4IGVK46ES832414,Lotus,EXIGE,2010,9815.67,Automotive Service Excellence (ASE); sport utility vehicle-SUV; ,137,2021-6-7,10530.24,2020-11-5,Convertible,user19,user20
FC3M4R3UFSZ782289,INFINITI,M45,2010,2176.53,safe oil ring; ,84,2021-2-19,3950.08,2020-11-18,Car,user32,user09
FDMBXB0I4YT845555,Freightliner,SPRINTER 3500,2002,5686.99,high volume cylinder; ,71,2020-9-3,6776.53,2020-2-3,VanMinivan,user23,user27
FH1HMJOS4ZT144716,Kia,FORTE KOUP,2011,1387.34,no redline; ,91,2021-6-18,2302.57,2021-6-12,VanMinivan,user08,user18
FHR4SV2BZ3O982607,Mercedes-Benz,ML63 AMG,2012,3760.7,hydraulic brakes; ,94,2021-7-1,3613.56,2021-5-24,VanMinivan,user10,user07
FL02FHV2GJ3959589,Aston Martin,V8 VANTAGE,2019,3976.03,rack and pinion steering; ,163,2021-6-8,4619.33,2021-5-28,Car,user01,roland
FLL6IM0OT4U839347,Acura,ILX,2021,1971.29,no backfire/backfiring; minivan; superturbocharger; ,47,2020-8-3,3720.3,2020-3-1,Convertible,user06,user09
FMETZSQTD6D874803,Ferrari,456 M GTA,2003,2445.32,,4,2021-1-8,2638.74,2020-11-14,Car,user01,user14
FRT45IU5U10388263,Lotus,EVORA,2010,4054.4,great engine; ,17,2020-2-9,4531.79,2020-1-20,SUV,user06,user25
FSWKSU6C60V569652,Volvo,S80,2019,2654.27,engine displacement; ,44,2020-5-16,2799.83,2020-4-25,Truck,user23,user14
FY32Q1YOL3Y555579,Mercedes-Benz,B200,2011,1145.6,manual transmission; sturdy rear axle assembly; ,,,,2020-10-8,Car,,user11
G1P06L4HJ6H584223,Chevrolet,EQUINOX,2006,2270.31,great engine; ,9,2020-12-20,2258.3,2020-2-6,Truck,user04,user20
G3TV1J6XAGV702888,Chrysler,CROSSFIRE,2007,1594.31,automatic transmission; ,58,2021-1-22,2789.89,2020-1-27,SUV,user04,user27
G4D6F6AOVRR018788,Mercedes-Benz,SL550,2008,4563.49,four-wheel drive; high volume cylinder; ,139,2021-3-29,5379.77,2020-9-14,Car,user22,user14
G4HBX46SPAS103801,Lincoln,LS,2005,5315.01,,123,2021-1-6,5079.39,2020-7-1,SUV,user23,user26
G76Q0Y2PH58423466,Lotus,ESPRIT,2002,3858.12,minivan; superturbocharger; no understeer; ,68,2021-5-25,3718.33,2020-7-20,VanMinivan,user08,user03
GD0BFGM17AX836671,Freightliner,MT45,2002,6348.39,convertible; ,49,2021-3-17,6296.55,2020-12-1,SUV,user06,user07
GEL2DE0T8I5148201,Freightliner,FC80,2003,2168.4,high volume cylinder; high quality carburetor; ,176,2021-1-2,2061.8,2020-4-28,Car,user23,user03
GESZPBX67EE486101,Chevrolet,CHEVY,2004,2389.92,,184,2021-6-2,2291.9,2020-6-4,Convertible,user32,user20
GGEWPOMLDT6438413,Jeep,WRANGLER,2011,4194.74,front axle assembly; ,69,2021-4-25,4818.38,2021-3-21,Truck,user21,user03
GHQ048ABH46553056,Freightliner,SPRINTER 3500,2005,10671.07,sturdy rear axle assembly; air filtration system; ,169,2021-5-8,11249.2,2020-3-13,Truck,user19,user27
GJN18I5K5B7472150,Buick,VERANO,2013,1776.43,overdrive; ,,,,2020-10-8,Truck,,user07
GJNRBGU63NL045645,Toyota,HIACE,2008,1211.47,best suspension; ,,,,2021-3-11,SUV,,roland
GMKQULBE7X4992195,Chrysler,CIRRUS,2007,2500,great stabilizer bar; best possible traction; ,80,2020-11-22,3147.88,2020-2-28,SUV,user19,user14
GO1G8UWZ6CC394395,smart,FORTWO,2017,4201.18,high block; ,133,2021-5-1,4055.22,2020-11-10,SUV,user01,user26
GTW0MIZ1NOH019692,Lamborghini,MURCIELAGO,2008,3704.7,front axle assembly; ,138,2020-12-29,5027.5,2020-12-8,Car,user23,user07
GV2UWRP5K1E172643,Audi,S8,2002,4190.23,original equipment manufacturer (OEM) parts; ,78,2021-5-23,4057,2020-12-8,Car,user06,user05
GVAEGKOKAKD311144,Alfa Romeo,4C,2021,21038.87,wide chassis; ,177,2021-4-29,21901.6,2021-3-27,Car,user22,roland
GVPGI5Z60L1544905,smart,FORFOUR,2005,1825.68,,191,2020-5-4,2050.45,2020-3-1,VanMinivan,user08,user03
GXF4VJG82KW841092,Bentley,AZURE,2002,1136.21,wide transaxle; ,63,2020-4-1,1838.62,2020-3-2,SUV,user08,user27
H05EDNWPRPP592467,Volkswagen,GOLF,2002,2835.33,wide cam; front axle assembly; ,,,,2021-6-12,SUV,,user09
H28C7JTLHKS979441,Mercedes-Benz,ML550,2008,6318.78,superturbocharger; ,159,2021-3-26,6382.3,2020-3-28,Convertible,user04,user18
H2G3FZT7PBC532016,Audi,S8,2002,4190.23,power train; ,57,2021-3-1,4375.15,2020-5-21,Car,user10,user11
H5GMOZRUP8T165905,INFINITI,M45,2003,2176.53,small spark plug gap; great engine; crankcase; ,88,2020-6-12,2444.76,2020-4-6,VanMinivan,user01,user07
H6IZE44IC6O731141,Chrysler,VOYAGER,2003,1561.77,,195,2021-4-30,2385,2021-4-16,VanMinivan,user22,user11
H7A5VIFFP1A667799,Toyota,RAV4,2014,4437.94,hydraulic brakes; ,105,2021-6-14,4543.43,2021-4-11,Convertible,user19,roland
H7QI1RIE4PV927179,Chevrolet,CRUZE,2013,1525.28,sturdy rear axle assembly; ,161,2020-10-11,2655.86,2020-1-8,Car,user22,user16
H7YXEEZ5YBN321572,Lexus,LS460,2013,2434.04,,33,2021-4-25,2995.64,2020-9-10,SUV,user22,user14
HBLEGCX5QOM344604,Jeep,PATRIOT,2010,3908.65,superturbocharger; ,132,2020-12-30,3744.47,2020-12-25,Convertible,user19,user26
HEXK80DLLFD126794,Acura,ZDX,2010,1811.92,best suspension; pickup; ,,,,2021-5-23,Car,,user18
HI8BNKPUAJE220277,Jaguar,XK,2017,3044.29,drum brake; good piston; small spark plug gap; ,7,2021-1-17,3864.6,2020-12-28,VanMinivan,user08,roland
HOVBLXCQ8IF716757,INFINITI,FX45,2008,2580.48,,172,2021-3-18,2868.4,2020-4-29,Convertible,user04,user11
HTKXE18G4LM642663,SAAB,9-7X,2009,4893.46,drive shaft; ,127,2021-2-18,4791.55,2020-11-30,Convertible,user01,roland
HXAALKJLHP8932836,Lexus,LX470,2005,1647.56,broad wheelbase; ,86,2021-2-16,3345.02,2021-1-5,Convertible,user06,user11
HYJR3P5MJII589050,Ferrari,SUPERAMERICA,2005,1887.17,high quality carburetor; coupe; oversteer; ,79,2020-12-4,2237.55,2020-4-16,Truck,user19,roland
HZM5D0NLDRM399010,Mitsubishi,MONTERO,2005,1026.96,no redline; ,80,2021-1-24,1951.61,2020-11-25,SUV,user10,user11
I7WFVKAWQYK253909,Nissan,TSURU,2003,4216.82,station wagon (Also known as wagon.); ,41,2020-12-31,5023.7,2020-12-14,Convertible,user22,user25
I8Y14BPSZXY404516,Kia,SORENTO,2011,1921.34,super new ignition system; ,139,2021-4-4,3228.81,2020-6-14,Convertible,roland,roland
IDCSBYUW1ML481404,MINI,COOPER COUNTRYMAN,2011,1649.32,drum brake; ,,,,2020-10-3,Convertible,,user20
IG8PWUT4ME1344557,Dodge,DAKOTA,2006,2960.28,automatic torque converter; no backfire/backfiring; ,137,2021-1-22,4172.42,2020-3-13,Convertible,user08,user16
IGRV02IHT73140725,smart,FORTWO,2005,4201.18,electronic transmission; ,22,2020-8-14,5343.14,2020-2-24,Truck,user32,user05
IH28F14QLL7256787,Dodge,DURANGO,2011,2533.66,minivan; high block; ,65,2021-6-4,2677.57,2021-4-10,SUV,user32,roland
IH8QCS8SA1W662224,Aston Martin,V8 VANTAGE,2008,3976.03,innovative air bags; ,,,,2021-2-20,Convertible,,user03
IHRJFBVFNUW829342,Honda,AQUATRAX F-15X GPSCAPE,2008,3070.98,gap; high volume cylinder; anti-lock brake system (ABS); ,168,2020-12-26,3548.04,2020-7-31,Truck,user01,user18
IKDJI2NJR3A634690,MINI,COUNTRYMAN,2011,2103.2,,150,2021-2-25,1756.83,2020-11-23,SUV,roland,user09
IMBUXHM60X6888380,Volvo,XC70,2005,3369.1,wide transaxle; ,,,,2020-7-13,VanMinivan,,user27
IQS5QPGTG0T954170,Kia,SEDONA,2019,3915.86,anti-lock brake system (ABS); air filtration system; ,20,2021-1-20,5261.7,2021-1-15,Convertible,user22,user09
IRDWE0OJSPW783332,McLaren,MP4-12C,2013,2758.95,great stabilizer bar; ,37,2020-6-30,2289.93,2020-1-23,Car,roland,user05
J4OTOP87QJC586997,Lexus,SC430,2009,1459.24,manual transmission; ,72,2021-4-12,2655.23,2020-9-23,VanMinivan,user01,user05
J55HPHW22R1754593,Rolls-Royce,PHANTOM,2007,1706.99,rack and pinion steering; ,,,,2021-6-27,VanMinivan,,user20
J5DUNEJPB5K495242,Chevrolet,ZAFIRA,2002,4283.61,drive shaft; modern dashboard; ,44,2020-11-22,4406.34,2020-9-15,Truck,user21,user27
J6OFP8V1ZIU680463,Ferrari,599 GTB,2007,3491.52,disc brake; ,199,2021-6-4,3522.96,2020-10-15,SUV,user32,user09
J830SLTQBFU863672,Acura,MDX,2010,1688.35,ultra new transmission; ,,,,2020-11-27,SUV,,user07
JFV8SJWZ8LP113703,Lincoln,NAVIGATOR,2012,1658.83,rear wheel drive; ,72,2021-6-8,2736.82,2020-7-2,Car,user10,user16
JGJDNZFK42R045945,Dodge,RAM 5500,2009,6950.2,,14,2020-4-11,7961.64,2020-2-20,Truck,user04,user07
JN60KNMSBK2322558,SAAB,9-2X,2006,1822.31,,28,2021-3-9,3092.85,2020-2-6,Car,user21,user14
JO02RNGT1O8396523,Jeep,LIBERTY,2006,2457.24,strong muffler; best suspension; wide cam; ,101,2020-5-2,2983.59,2020-4-25,Convertible,user32,user18
JOWEZ54DY63622106,Nissan,X-TRAIL,2011,1175.09,manual transmission; ,175,2021-4-4,1625.09,2020-1-9,SUV,user10,user27
JOX151ZR3GE955194,Honda,NPS50 RUCKUS,2007,1007.47,front axle assembly; wide chassis; detail; ,29,2021-5-11,3045.34,2021-1-13,Truck,user22,user11
JQNHRUG2454456763,Acura,RDX,2010,1364.7,drum brake; ,69,2021-4-20,1426.91,2021-1-8,Car,user32,user16
JS3TNLHZADY983948,GMC,C4500 TOPKICK,2008,1994.77,,46,2020-10-19,2611.67,2020-2-14,Truck,user06,user07
JTQ8ES8FFQS897370,Jeep,COMPASS,2008,1277.09,can be used as sports car; ,115,2021-1-26,1464.03,2020-2-14,VanMinivan,user04,user03
JWXF66JCYHG675212,Honda,CBR1000RR,2008,1281.57,,,,,2020-2-25,Convertible,,user14
JXYX45O20KZ533744,SAAB,9-5,2002,1177.06,best suspension; ,92,2021-5-29,1318.12,2021-2-28,Car,user01,user05
JYK127G1ZR6964275,Honda,TRX350TM FOURTRAX RANCHER,2003,4014.41,original equipment manufacturer (OEM) parts; ,17,2020-11-1,5217.83,2020-2-21,Car,user32,roland
JYOF3P3XBEW904056,Maserati,QUATTROPORTE,2006,2062.89,no understeer; ,126,2021-2-25,2947.03,2020-2-5,SUV,user19,user09
K1LNBMVU8BB464447,Tesla,S,2012,2654.48,no backfire/backfiring; ,165,2020-9-30,4033.24,2020-1-3,Convertible,user04,roland
K2M25QOYYPY944058,SAAB,9-5,2007,1177.06,hatchback; ,68,2021-4-19,2574.71,2021-3-6,Convertible,user23,user11
K3E7PBHMZQD422776,Kia,SEDONA,2006,3915.86,very hard struts; ,122,2020-1-28,3957.79,2020-1-21,Car,user23,user14
K8Z0TU6ENFN053742,Jaguar,XK,2007,1812.08,great engine; ,93,2021-6-5,2125.93,2021-1-29,Car,user22,user18
KABPXCO5NG6346564,McLaren,P1,2020,2175.52,modern dashboard; ,18,2021-6-9,2386.79,2021-2-23,Car,user01,user11
KAYU2ZM1IDK808166,Chevrolet,CAPRICE,2011,1842.09,gap; drum brake; crankcase; ,,,,2021-6-19,Convertible,,user25
KBXXCK3OQ7B192491,Ram,PROMASTER CITY,2015,2766.1,modern dashboard; ,171,2021-3-14,2638.16,2020-11-17,Truck,user32,user27
KDDOFMA5505536025,Honda,CR500R,2001,1135.21,unibody construction; ,130,2021-5-14,2452.75,2020-9-16,Truck,user19,user05
KEJ5NNEZM57998731,Lincoln,NAVIGATOR,2010,1658.83,good gear; best oil pump; ,159,2021-5-16,1886.6,2021-3-16,Convertible,user04,user07
KEJEBILOGP8152100,McLaren,MP4-12C,2012,2758.95,high differential; ,68,2020-8-4,3684.43,2020-2-1,SUV,user01,user26
KFDWFBUV5X0109490,FIAT,PALIO,2007,2108.79,station wagon (Also known as wagon.); ,40,2020-10-12,2168.94,2020-1-24,Truck,user22,user14
KN4X2AB146B341868,Kia,SPECTRA5,2007,2159.91,rack and pinion steering; ,,,,2021-5-22,Truck,,user25
KNYT4XAJ1KK791804,INFINITI,M35H,2013,1304.72,pickup; ,,,,2020-1-12,Truck,,user03
KQNPAEA80G5480328,Subaru,BRZ,2013,4335.44,can be used as sports car; overdrive; ,83,2021-4-22,6152.71,2020-4-4,SUV,roland,user27
KRS3DYJP4LD943857,Maserati,GRANSPORT,2006,1764.73,,155,2020-10-21,1492.13,2020-1-1,SUV,roland,user25
KSLB3XMCCOW534879,Acura,CL,2001,1748.2,,3,2021-4-25,2219.92,2020-12-11,SUV,user32,user26
KTIZ8OU6F5U976916,Cadillac,SRX,2010,1647.53,front wheel drive; ,20,2021-1-23,2057.11,2020-4-24,SUV,user19,user27
KW7MS4N3N71094103,Ferrari,F430,2008,5047.14,convertible; super new ignition system; ,171,2021-4-3,6055.64,2020-7-9,VanMinivan,user06,user25
KZO7LZXJXNR771606,Volkswagen,TOUAREG,2021,1655.83,drive shaft; ,121,2021-4-12,2091.94,2020-6-20,SUV,user04,user03
L0FICXE1E74826637,Mitsubishi,CANTER FE125,2012,1183.28,station wagon (Also known as wagon.); safe oil ring; ,71,2021-4-5,1797.78,2020-6-10,Car,user21,user26
LACZ7FVB5IL005861,Jaguar,XKR,2014,3936.03,high differential; ,191,2020-11-7,5472.03,2020-3-9,Car,user21,user05
LDAX8MS7ZMA980634,Ford,FREESTYLE,2007,1187.35,good piston; active safety features; ,21,2020-9-24,2200.7,2020-7-6,VanMinivan,user04,user05
LDMZ4BXPWOE239230,Lotus,ELISE,2010,3400.69,safe oil ring; small spark plug gap; ,22,2021-4-25,3470.02,2020-2-17,Truck,roland,user27
LESQWAWRV7W196089,Lincoln,TOWN CAR,2006,3488.19,active safety features; ,33,2020-12-14,4156.76,2020-11-23,VanMinivan,user21,user05
LH6O7CO8LIP340892,Mitsubishi,FE140,2007,1163.13,ultra new transmission; oversteer; ,136,2021-5-29,2070.94,2021-3-17,Car,roland,user16
LIQR1KMIZ00707485,Jeep,WRANGLER,2010,7265.29,high differential; rear wheel drive; best suspension; ,113,2021-7-2,7593.6,2021-7-2,Truck,user21,user16
LM8UDLK41OI479349,Lotus,ESPRIT,2004,5705.98,,103,2021-1-10,5797.88,2020-11-28,VanMinivan,user32,user16
LMLJ20KCYXP867169,Buick,ALLURE,2009,3284.24,automatic torque converter; high torque; ,26,2020-9-24,3793.23,2020-9-8,Truck,user04,user27
LPMORGRY77A614138,smart,FORTWO,2010,4201.18,high volume cylinder; best possible traction; automatic torque converter; ,,,,2020-2-28,Truck,,user26
LQF5D64NCQ5461737,Ferrari,456 M GT,2002,1271.26,manual transmission; ,80,2021-6-2,1403.08,2021-4-25,Car,user04,user25
LRMHWLY7067260293,MINI,COOPER,2002,2531.54,,197,2021-6-24,3122.7,2021-4-2,Convertible,user21,user20
LUKTEC25L13491705,Ferrari,599 GTB,2009,3491.52,no redline; ,57,2021-1-20,3001.35,2020-4-24,Convertible,roland,roland
LVJGFVH42ZP066968,FIAT,DUCATO,2008,1265.69,disc brake; ,94,2021-1-5,2078.44,2020-10-10,SUV,user32,user25
LVJHQ4HMJB6101871,Rolls-Royce,PHANTOM,2006,1706.99,,,,,2020-7-5,Convertible,,user14
LW4TX2CG6JA656800,Lincoln,NAVIGATOR,2015,1658.83,,36,2021-6-4,1650.37,2021-5-23,VanMinivan,user23,user11
M6NS6BPOK21492066,Freightliner,SPRINTER 2500,2017,19728.29,drum brake; ,,,,2020-1-14,Convertible,,user05
M7HJ4VAUP8V507732,Rolls-Royce,CORNICHE,2002,4840.77,,197,2021-1-14,4186.59,2020-9-29,Car,roland,user25
M7TYCX7AHLJ750501,Cadillac,CTS,2004,5272.13,air filtration system; original equipment manufacturer (OEM) parts; ,,,,2020-7-28,Car,,user14
MBDGBO1V8RG307817,Jeep,COMPASS,2009,2477.55,,157,2021-5-19,3463.81,2020-2-16,Car,user01,user07
MD0HGAJVEW8914201,Kia,SOUL,2020,1613.53,rear wheel drive; check the Monroney sticker - theer is nothing better than this vehicle; fuel injection; ,194,2021-6-24,2214.74,2021-6-22,Truck,user19,user11
MDSNOZYL2ZL732848,Subaru,OUTBACK,2006,1284.63,high differential; ,182,2021-2-5,1685.61,2020-12-29,SUV,user21,user14
MJB8QWUK0PM433047,Ford,GT,2005,1331.64,,127,2021-6-24,2572.53,2021-5-12,Car,user04,user03
MKNBPQIJ74V430424,Jaguar,XK,2011,1812.08,gap; ,133,2021-6-28,2160.83,2021-3-12,Convertible,user19,user25
MO4IRL8VERY769844,Lincoln,LS,2004,5315.01,normally aspirated; ,116,2021-4-3,6570.76,2020-7-23,Convertible,user19,user11
MRL4FQOSQLE899645,Chrysler,PACIFICA,2005,4255.1,best suspension; ,110,2021-5-14,5368.32,2020-4-11,Convertible,user01,user25
MRMMF0HP62P826823,Dodge,CHARGER,2011,4120.45,,101,2020-9-12,5644.17,2020-7-11,Car,user10,user16
MSDXHNXN7QI172357,Toyota,SEQUOIA,2010,6612.01,great rpms; ,9,2021-6-10,7246.1,2020-10-5,Truck,user10,user27
N8E3SF7HL4Q053617,Hyundai,SONATA,2013,1468.46,modern dashboard; ,192,2021-7-3,1616.58,2021-6-1,SUV,user21,user11
NA4F6S1MRA6664248,Rolls-Royce,PHANTOM,2013,1706.99,original equipment manufacturer (OEM) parts; ,8,2021-5-31,2413.82,2020-7-15,Convertible,user06,user03
ND00P44OT6F777455,Cadillac,CTS,2012,5272.13,pickup; ,128,2021-5-7,7027.79,2021-1-20,Convertible,user04,user14
NE8WFOV66CZ904500,Nissan,CABSTAR E,2008,3245.1,hatchback; ,187,2020-10-5,3643.56,2020-7-7,SUV,user01,user18
NF28EM6ENDG175285,Nissan,TSURU,2005,4216.82,pickup; ,66,2020-12-2,4054.54,2020-11-13,Car,user06,user26
NGEAJQEXHL6490079,Subaru,OUTBACK,2004,1284.63,disc brake; ,,,,2020-1-24,Convertible,,user16
NS2W7Q8QFUS135331,Kia,FORTE,2012,1245.26,automatic safety features; sport utility vehicle-SUV; ,98,2021-5-25,2411.95,2021-4-9,Car,user08,user25
NSCARZ5CLLT322372,SAAB,9-7X,2006,4893.46,good gear; ,147,2020-11-26,5447.97,2020-10-30,Convertible,user21,user07
NTUHURHPI0H639059,MAZDA,3 SPORT,2010,1895.81,crumple zones; ,53,2021-6-28,3024.8,2021-6-1,Truck,user21,user14
NWVQ2W1IXSM055628,INFINITI,QX70,2019,17470.57,,,,,2020-4-21,Car,,user14
O3U8PZ7LEWO313018,Lincoln,MARK LT,2012,1565.57,best suspension; ,101,2021-1-31,1511.22,2020-10-25,Convertible,user21,user03
O4SAMHWK3TM537758,Freightliner,FS65,2005,5686.68,wide transaxle; convertible; ,176,2020-10-24,5545.61,2020-7-20,VanMinivan,user32,user03
O583JPNPRFJ444212,Subaru,FORESTER,2010,4410.06,supernew catalytic converter; ,139,2020-3-9,5817.88,2020-1-19,Truck,user08,user07
O60A4VOEHXR128008,Lamborghini,GALLARDO,2012,2743.31,sturdy side impact beams; ,40,2021-4-15,3821.41,2020-4-26,Car,user21,user03
O68UZR8AH8Z844182,Alfa Romeo,MITO,2012,1446.43,innovative air bags; ,123,2021-4-14,1872.16,2020-12-2,SUV,user21,user25
O7G8N14WM0R109118,SAAB,9-5,2007,1177.06,coupe; coupe; ,67,2021-6-15,1521.73,2021-5-19,VanMinivan,user10,user07
O8OCUJH4YMC669644,Chrysler,INTREPID,2001,4337.49,,61,2021-2-4,4366.08,2020-4-18,Car,user22,user14
OAFPPMDWGUH117863,Alfa Romeo,MITO,2013,1446.43,automatic safety features; convertible; manual transmission; ,2,2021-7-3,1395.09,2021-5-1,Convertible,user32,user16
OBZR6DDFFCD009341,Dodge,RAM 3500 TRUCK,2008,1105.09,best possible traction; ,110,2020-8-7,1089.97,2020-7-31,SUV,user23,roland
ODZ0W6TMP44331893,Bentley,CONTINENTAL,2005,2997.73,high quality carburetor; ,,,,2021-4-29,Truck,,user05
OEA0E3LOO4W743479,Toyota,LAND CRUISER,2003,1272.6,,12,2020-9-14,1304.21,2020-5-24,VanMinivan,user32,user14
OFNSSWHOUJP894540,Cadillac,DTS,2011,4707,gap; ,188,2020-7-27,5767.74,2020-5-12,Convertible,user10,roland
OHCKSZQ18XX891594,Mitsubishi,CANTER FG4X4,2012,1060.62,high torque; ,149,2021-3-6,2191.49,2020-7-30,Car,user01,user14
OLF4GTGBOPG333827,Ford,E-250 ECONOLINE,2003,4190.33,high quality carburetor; sturdy rear axle assembly; ,,,,2021-3-3,Truck,,user25
OO1YC73Q4SY467607,Hyundai,VERACRUZ,2009,6060.07,high quality carburetor; active safety features; ,82,2021-6-9,6365.99,2021-4-21,SUV,user10,user07
OP7N2PZBA4C241759,Buick,LACROSSE,2007,2668.09,all passive safety features; ,124,2021-7-2,4080.71,2021-4-18,Car,user04,user09
ORHEJZV7OOL232179,Lotus,EXIGE,2006,4789.06,station wagon (Also known as wagon.); ,,,,2021-6-1,Truck,,user03
ORU7310Z7TU675976,Ford,ECONOLINE VAN,2013,4325.62,front wheel drive; ,139,2020-8-15,4357.22,2020-7-23,Car,user04,user25
OVBB31XUCCJ534771,Rolls-Royce,PHANTOM,2010,1706.99,power train; ,73,2021-5-23,2508.27,2021-2-20,Car,user21,user03
P17AFMQE3BI177849,Hyundai,SANTA FE XL,2013,5763.92,ultra new transmission; ,125,2021-3-23,5578.85,2020-5-16,VanMinivan,user19,user18
P1RZOQHCOAP558002,Ford,TAURUS X,2009,1575.6,ultra new transmission; ,184,2021-2-19,1498.04,2020-3-8,VanMinivan,user01,user16
P4QVR1UU2HK859570,Subaru,XV,2013,1184.65,,37,2021-1-15,1639.29,2020-3-13,SUV,user21,user20
P724MZX4MT1276309,Maserati,QUATTROPORTE,2007,2062.89,Automotive Service Excellence (ASE); ,13,2021-5-16,4970.82,2020-3-1,Convertible,user04,user09
PAUEVS4UQTM165084,Audi,Q3,2013,5917.97,modern dashboard; ,,,,2020-4-12,Car,,user03
PF6WY7KDOR8663002,Volkswagen,GOLF,2003,2835.33,fuel injection; ,,,,2021-7-3,Car,,roland
PHC3C1O8R1Q659241,Toyota,TUNDRA,2012,1763.04,very hard struts; front wheel drive; oversteer; ,124,2020-5-25,3213.94,2020-5-4,Truck,user32,user27
PKYOLPHA18P242940,SAAB,9-5,2008,1177.06,,11,2021-3-3,1473.54,2021-2-25,SUV,user10,user27
PKZKDPC20DX722828,Lotus,EXIGE,2006,4789.06,,129,2020-8-29,5071.83,2020-7-7,Convertible,user04,roland
PPC2Q3TT2DU845732,Lotus,ELISE,2009,3400.69,detail; ,24,2021-5-28,3882.63,2020-4-9,Convertible,user22,user27
PPFD88BR0K2892279,Kia,RIO,2003,1324.88,hydraulic brakes; ,4,2021-1-10,2429.33,2020-4-15,SUV,user10,user27
PSTBCM0C2MV291539,Buick,PARK AVENUE,2001,2489.11,ultra new transmission; ,65,2021-1-23,2099.6,2020-5-28,SUV,roland,user25
PSUTDDZWZDP014734,Rolls-Royce,PHANTOM,2011,1706.99,sturdy rear axle assembly; ,68,2020-8-5,3005.32,2020-6-2,SUV,user06,user20
PTTIH4HLA8I333807,Bentley,ARNAGE,2007,1085.89,rack and pinion steering; ,192,2021-3-29,2333.2,2020-12-21,Car,user19,roland
PUMDW0JUESZ514707,Buick,ALLURE,2008,3284.24,sturdy rear axle assembly; broad wheelbase; ,116,2020-8-2,4242.2,2020-8-2,Convertible,user19,user18
PW70TS0DUFN828484,Mercedes-Benz,C320,2003,1760.67,,56,2020-4-10,4193.08,2020-1-14,Car,user08,user25
Q04FS5KM3OG901738,Maserati,QUATTROPORTE,2009,2062.89,,154,2021-4-25,3341.72,2021-1-9,Truck,user32,user09
Q6CNI13ED0C199030,Cadillac,ATS,2013,3712.29,great rpms; ,134,2020-10-28,3574.51,2020-7-23,Truck,user23,user20
QAS5AVWTM6E601144,Hyundai,TIBURON,2001,3482.96,station wagon (Also known as wagon.); ,195,2021-7-2,3593.6,2021-6-29,Truck,user06,user27
QCAV3QS7EWD618783,Buick,ENCORE,2013,2268.57,superturbocharger; ,2,2021-6-10,3193.71,2021-4-1,SUV,user21,user07
QCOWM4RH6IR775623,BMW,428I XDRIVE GRAN COUPE,2016,2282.27,small spark plug gap; ,198,2021-6-19,2179.81,2021-2-18,VanMinivan,user19,user11
QE1021R78T0365667,Audi,Q5,2011,1957.22,,79,2021-3-25,2508.82,2020-6-18,VanMinivan,user19,user05
QI80NK13N12893077,Ram,DAKOTA,2010,2960.28,drum brake; ,7,2021-6-28,4000.93,2021-2-13,SUV,user23,user25
QISITLRQ5WH413699,Hyundai,GENESIS,2009,1291.85,sturdy rear axle assembly; ,115,2021-6-10,1643.88,2021-2-19,Car,user19,user16
QJSZBIU41RZ000557,Freightliner,BUSINESS CLASS M2,2005,1966.73,good gear; ,185,2021-6-12,2578.44,2021-6-2,VanMinivan,user06,user09
QN388KU6HTL416435,Tesla,S,2019,2654.48,ultra new transmission; unibody construction; ,146,2021-3-17,3802.49,2020-5-10,Convertible,user32,user16
QT6DE3TU16Q738364,Lincoln,MARK LT,2011,1565.57,Automotive Service Excellence (ASE); hydraulic brakes; ,,,,2020-12-16,Car,,user11
QWW8Y55NYTR063884,Tesla,X,2015,1721.59,,66,2021-3-31,2276.62,2020-11-24,Car,user10,user07
QWYEUSHQPNE215410,INFINITI,QX56,2010,4488.9,sturdy rear axle assembly; hatchback; ,200,2020-7-3,5095.28,2020-7-2,VanMinivan,user04,user26
R3YIF8UZ4P1070425,Chrysler,CIRRUS,2010,2500,best possible traction; ,26,2020-2-19,3561.35,2020-1-10,SUV,user21,user25
R4EQ76G1HHV776360,Ford,COURIER,2005,1212.87,great rpms; ,128,2021-5-20,1440.26,2021-2-2,Truck,user23,user09
R60F6EU85VY130194,Buick,LESABRE,2004,4802.64,wide cam; good gear; ,113,2021-6-22,4794.42,2021-6-1,Car,user23,user05
R72N7L114R7898065,Cadillac,STS,2009,1889.82,super new ignition system; ,193,2021-3-17,2195.71,2021-1-7,Convertible,user21,user25
R8UHBMX4TQI234223,Ram,RAM,2012,4324.44,,129,2020-9-8,6588.69,2020-3-7,SUV,user06,user16
RAGZ5GF7O8T913064,MAZDA,MX-5 MIATA,2013,1964.74,automatic torque converter; anti-lock brake system (ABS); ,189,2021-6-5,4320.27,2021-6-2,VanMinivan,user04,user09
RCWIFAWFT3E015306,GMC,C5500 TOPKICK,2003,1224.71,active safety features; ,73,2020-8-18,1766.93,2020-6-16,Truck,user04,user09
RF2BB0LOILQ809554,INFINITI,G37,2009,2810.44,best suspension; ,51,2021-5-15,3026,2020-1-23,Car,user21,user05
