VIN,CustomerID,Start_date,Labor_fee,Description,Complete_date,Odometer,Username
7U1WAVAPBF2458008,45,2020-10-30,545.53,adjust running boards; adjust ignition timing; ,2021-4-7,818400,user15
7WLNYOXO5P1099432,109,2021-7-13,383.13,adjust accelerator pedal linkage; set up satellite radio; ,2021-8-10,199910,user33
7WLNYOXO5P1099432,92,2021-9-3,47.89,replace crankcase ventilation filter; adjust accelerator pedal linkage; ,2021-9-7,429388,user29
7WNL4MP2M8Q856796,107,2020-12-28,544.51,reduce carbon footprint; replace liftgate window; ,2021-1-27,23936,user30
7WNL4MP2M8Q856796,14,2021-2-12,118.37,adjust accelerator pedal linkage; install separate rear audio; ,2021-2-17,110563,user15
7WNL4MP2M8Q856796,200,2021-4-4,473.48,adjust ignition timing; install intelligent alternator; ,2021-6-26,250297,user29
7WNL4MP2M8Q856796,116,2021-7-18,473.48,fix external temperature display; adjust adaptive cruise control; ,2021-8-21,250486,user12
7XKJRIZ0285479470,153,2020-12-13,455.5,replace steering column lock; ,2020-12-23,228487,user13
7XKJRIZ0285479470,159,2021-1-6,248.45,adjust adaptive cruise control; adjust hybrid performance; ,2021-1-11,361152,user33
7XKJRIZ0285479470,110,2021-2-20,124.23,improve engine performance; replace water pump; ,2021-2-24,718247,user12
7XKJRIZ0285479470,62,2021-3-9,414.09,repair shiftable automatic transmission; fix air filter restriction indicator; ,2021-3-31,729700,roland
7XKJRIZ0285479470,31,2021-5-7,1035.22,replace stabilizer bar; replace brake pedal spring; ,2021-6-9,972524,user29
7XKJRIZ0285479470,79,2021-7-14,869.59,install vanity mirrors; replace steering column lock; ,2021-8-8,1141376,user29
7XKJRIZ0285479470,200,2021-8-24,331.27,replace radiator core & ac condenser; set up gyro sensor; ,2021-9-12,1219866,user33
7XQG7TYXPF4141639,162,2021-4-19,476.3,install separate rear audio; replace radiator core & ac condenser; ,2021-5-6,14133,user15
7XQG7TYXPF4141639,153,2021-5-11,68.04,configure audio remote control; adjust running boards; ,2021-5-14,31716,user33
7XQG7TYXPF4141639,178,2021-5-31,68.04,fix rear hvac; fix solar sunroof; ,2021-6-2,119097,user15
7XQG7TYXPF4141639,29,2021-6-26,68.04,install curtain airbags; adjust ignition timing; ,2021-7-11,306791,user12
7XQG7TYXPF4141639,144,2021-7-19,1258.8,adjust adaptive cruise control; reduce blind spot; ,2021-9-1,385939,user15
7XQG7TYXPF4141639,14,2021-9-4,442.28,install on-board diagnosis system; repair cooled seats; ,2021-9-23,389794,user29
83L3CNAESZD022827,4,2021-3-28,77.31,replace brake pedal spring; change memory settings of the onboard computer; ,2021-4-3,59728,user13
83L3CNAESZD022827,46,2021-4-4,11.04,adjust low fuel warning indicator; repair seatbelt force limiters; ,2021-4-4,61075,user15
83L3CNAESZD022827,72,2021-4-15,11.04,replace water pump; fix steering damper; ,2021-4-23,179898,roland
83L3CNAESZD022827,75,2021-4-30,22.09,replace radiator hoses; adjust accelerator pedal linkage; ,2021-5-1,263807,user15
83L3CNAESZD022827,86,2021-5-13,66.26,adjust accelerator pedal linkage; replace steering column lock; ,2021-5-19,383901,user33
83L3CNAESZD022827,6,2021-5-26,33.13,repair cooled seats; adjust accelerator pedal linkage; ,2021-6-1,408751,user13
83L3CNAESZD022827,90,2021-7-3,33.13,replace liftgate window; adjust hybrid performance; ,2021-7-5,652941,user12
83L3CNAESZD022827,194,2021-8-22,55.22,add heated windshield; change timing belt; ,2021-9-7,1026475,user13
88WPSV7V73S064896,33,2021-4-30,42.61,adjust traction control system; reduce carbon footprint; ,2021-5-16,88340,roland
88WPSV7V73S064896,171,2021-5-20,63.92,fix deceleration system; install dusk-sensing headlights; ,2021-5-22,116627,user29
88WPSV7V73S064896,169,2021-5-24,149.14,adjust seat belts tension; change memory settings of the onboard computer; ,2021-5-31,131723,user30
88WPSV7V73S064896,94,2021-6-11,21.31,repair cooled seats; fix external temperature display; ,2021-6-21,243745,user15
88WPSV7V73S064896,180,2021-6-26,42.61,attach spoiler; install on-board diagnosis system; ,2021-6-30,292437,user15
88WPSV7V73S064896,178,2021-7-1,149.14,repair direct injection system; fix ventilated seats; ,2021-7-13,295490,user29
88WPSV7V73S064896,35,2021-7-15,42.61,install turbocharger; ,2021-8-4,301667,user29
88WPSV7V73S064896,20,2021-9-2,468.72,adjust climate control; fix power activated release; ,2021-9-26,425006,roland
8AWRIWHIOB7240899,164,2021-5-27,35.63,repair cooled seats; fix steering damper; ,2021-6-11,246523,user33
8AWRIWHIOB7240899,131,2021-6-17,23.75,configure universal remote control; replace timing belt tensioner; ,2021-6-18,311980,user12
8AWRIWHIOB7240899,45,2021-7-8,23.75,install turbocharger; install anti-theft alarm; ,2021-7-16,521309,user12
8AWRIWHIOB7240899,141,2021-7-18,59.38,adjust block heater; repair cooled seats; ,2021-7-26,528815,user30
8AWRIWHIOB7240899,161,2021-7-30,11.88,repair cooled seats; adjust retractable mirrors; ,2021-8-2,559080,user30
8AWRIWHIOB7240899,110,2021-8-8,47.51,replace steering column lock; adjust hybrid performance; ,2021-8-12,575102,user12
8AWRIWHIOB7240899,161,2021-8-20,178.15,adjust regenerative braking; replace crankcase ventilation filter; ,2021-9-5,655023,user33
8DPBPQ225LD772299,91,2021-5-14,4780.75,install smoked glass; refurbish power steering; ,2021-6-29,417299,user17
8DPBPQ225LD772299,4,2021-7-3,597.59,configure audio remote control; set up auto-delay headlights; ,2021-7-11,450015,user30
8DPBPQ225LD772299,140,2021-7-30,956.15,fix ventilated seats; reduce fuel consumption; ,2021-9-1,639314,roland
8G3LUP7YDIR245248,197,2021-6-23,86.87,replace crankcase ventilation filter; ,2021-7-19,87282,user29
8G3LUP7YDIR245248,105,2021-7-30,10.86,install anti-theft alarm; adjust seat belts tension; ,2021-7-30,191553,user13
8G3LUP7YDIR245248,25,2021-9-5,43.44,upgrade navigation system; adjust low fuel warning indicator; ,2021-9-9,560825,user13
8X1ZMNTEG8V581855,85,2021-7-15,234.18,fix a-pillar; attach seat extension; ,2021-8-8,408846,user15
8X1ZMNTEG8V581855,133,2021-8-12,39.03,fix nvh dampening system; reduce blind spot; ,2021-8-15,456198,user15
AAVNFB47ECV285025,129,2021-5-16,22.48,set up auto-delay headlights; check drive axle boots; ,2021-5-19,98834,roland
AAVNFB47ECV285025,5,2021-5-27,67.43,adjust regenerative braking; ,2021-5-30,150621,roland
AAVNFB47ECV285025,191,2021-7-2,67.43,replace serpentine belt; fix air filter restriction indicator; ,2021-7-10,371569,user15
AAVNFB47ECV285025,15,2021-7-17,157.34,replace radiator core & ac condenser; prevent fuel pump shutoff; ,2021-7-30,398991,user12
AAVNFB47ECV285025,61,2021-8-17,89.91,install parking sensors; attach exterior camera; ,2021-9-9,525465,user30
AAVNFB47ECV285025,58,2021-9-12,44.95,fix a-pillar; ,2021-9-15,537540,user29
AH0SCOKRL8K489145,47,2020-6-21,102.54,upgrade navigation system; set up satellite radio; ,2020-7-30,491142,user13
AH0SCOKRL8K489145,22,2020-9-3,358.89,fix external temperature display; improve cylinder configuration; ,2020-9-17,606449,user13
AH0SCOKRL8K489145,199,2020-10-7,51.27,refurbish power steering; fix rear hvac; ,2020-10-8,681177,roland
AH0SCOKRL8K489145,64,2020-10-20,102.54,install turbocharger; adjust traction control system; ,2020-10-23,702279,user29
AH0SCOKRL8K489145,144,2021-2-1,51.27,fix rear defroster; fix a-pillar; ,2021-2-3,1338584,user33
AH0SCOKRL8K489145,125,2021-6-16,51.27,set up auto-delay headlights; change speaker configuration; ,2021-7-16,1858808,user17
AIMDPZ2KMND734997,27,2020-11-15,314.22,fix power activated release; adjust climate control; ,2020-12-4,220759,user15
AIMDPZ2KMND734997,25,2020-12-23,134.67,replace radiator hoses; ,2020-12-26,277219,roland
AIMDPZ2KMND734997,113,2021-2-7,2334.23,adjust low fuel warning indicator; ,2021-6-12,572130,user12
AIMDPZ2KMND734997,14,2021-6-20,673.33,replace brake pedal spring; change brake linings; ,2021-7-31,658066,user12
AIMDPZ2KMND734997,81,2021-9-2,493.78,adjust reverse tilt mirrors; fix cylinder head bolts; ,2021-9-12,897015,user29
AJ2JSVDYM0O897692,57,2020-6-5,820.78,reconfigure service reminder light; attach seat extension; ,2020-8-17,42658,user33
AJ2JSVDYM0O897692,198,2020-8-24,33.27,install on-board diagnosis system; install intelligent alternator; ,2020-9-6,118374,user33
AJ2JSVDYM0O897692,152,2020-10-16,521.31,install intelligent alternator; install intelligent alternator; ,2020-12-21,533145,user12
AJ2JSVDYM0O897692,8,2021-3-22,33.27,fix steering damper; replace water pump; ,2021-3-26,1624600,user15
AJ2JSVDYM0O897692,131,2021-4-20,177.47,install on-board diagnosis system; install anti-theft alarm; ,2021-5-8,1794385,user15
AJ2JSVDYM0O897692,134,2021-5-11,66.55,replace catalytic converter; change oil filter; ,2021-5-19,1829618,user30
AJ2JSVDYM0O897692,198,2021-6-26,77.64,reduce blind spot; ,2021-7-29,2050751,user30
AJ2JSVDYM0O897692,1,2021-8-11,210.74,adjust accelerator pedal linkage; repair cooled seats; ,2021-9-24,2153802,user12
AJLR6IODVV3757973,185,2021-4-21,17.63,change coolant; change wheel cylinders; ,2021-4-27,8766,user15
AJLR6IODVV3757973,118,2021-5-4,70.52,reconfigure service reminder light; ,2021-5-28,38749,user29
AJLR6IODVV3757973,40,2021-6-3,229.2,install intelligent alternator; reduce fuel consumption; ,2021-6-27,51776,user13
AJLR6IODVV3757973,35,2021-9-9,35.26,change wheel cylinders; install anti-theft alarm; ,2021-9-14,308776,user33
AJLR6IODVV3757973,127,2021-9-24,52.89,adjust climate control; fix power activated release; ,2021-9-26,365400,user30
AM7FZWLEUHK307952,41,2021-3-4,876.56,attach exterior camera; fix rear hvac; ,2021-5-19,248403,user33
AM7FZWLEUHK307952,178,2021-7-5,46.96,adjust seat belts tension; replace radiator core & ac condenser; ,2021-7-12,300602,user15
AQ744PRF6TR968003,172,2020-11-5,430.88,install on-board diagnosis system; replace brake pedal spring; ,2021-1-5,508071,user15
AQ744PRF6TR968003,130,2021-2-13,2462.17,adjust traction control system; refurbish power steering; ,2021-5-16,629697,user30
AQ744PRF6TR968003,133,2021-5-18,338.55,prevent fuel pump shutoff; ,2021-6-6,636139,user12
AQ744PRF6TR968003,91,2021-6-17,615.54,adjust climate control; ,2021-7-6,754290,user12
AUQIR5H4HRE068152,15,2021-6-14,59.21,replace brake pedal spring; adjust turn signals; ,2021-6-15,284312,user13
AUQIR5H4HRE068152,91,2021-7-4,503.25,replace brake pedal spring; change wheel cylinders; ,2021-8-12,501639,user17
AZ1R666ZIWS777011,164,2021-6-23,145.78,correct abs; replace serpentine belt; ,2021-7-2,130437,user30
AZ1R666ZIWS777011,77,2021-7-4,91.12,fix rear defroster; ,2021-7-9,151353,user12
AZ1R666ZIWS777011,72,2021-7-13,72.89,repair direct injection system; ,2021-7-17,169988,user33
AZ1R666ZIWS777011,9,2021-8-4,109.34,set up auto-delay headlights; repair cooled seats; ,2021-8-16,260947,user29
AZ1R666ZIWS777011,106,2021-8-25,36.45,replace ace filter; reduce fuel consumption; ,2021-8-26,287684,user33
AZ1R666ZIWS777011,19,2021-8-29,18.22,adjust accelerator pedal linkage; fix cylinder head bolts; ,2021-8-30,304104,user17
AZ1R666ZIWS777011,171,2021-9-6,109.34,replace ace filter; install roof spoiler; ,2021-9-12,332775,user33
AZA8YX5O3PY967382,16,2021-4-26,78.72,change wheel cylinders; remove oversteer; ,2021-5-1,365501,roland
AZA8YX5O3PY967382,9,2021-5-15,39.36,repair direct injection system; improve engine performance; ,2021-5-15,434509,user12
AZA8YX5O3PY967382,166,2021-6-14,1810.57,change speaker configuration; install curtain airbags; ,2021-9-13,783423,user29
B4HYVLVNMCG170801,32,2021-5-8,39.47,fix rear defroster; reduce carbon footprint; ,2021-5-10,88279,user17
B4HYVLVNMCG170801,34,2021-6-1,394.71,install intelligent alternator; install on-board diagnosis system; ,2021-7-1,100429,roland
B4HYVLVNMCG170801,77,2021-7-11,631.53,install active pedestrian protection system; fix nvh dampening system; ,2021-8-11,150883,user30
B6MT5EQQSFX854507,37,2021-8-3,13.87,repair direct injection system; install separate rear audio; ,2021-8-3,388860,user30
B6MT5EQQSFX854507,184,2021-8-9,27.75,fix nvh dampening system; adjust adaptive cruise control; ,2021-8-13,459762,user29
B6MT5EQQSFX854507,141,2021-9-6,110.99,fix rear defroster; install smoked glass; ,2021-9-13,699339,roland
B6MT5EQQSFX854507,60,2021-9-20,41.62,change timing belt; change coolant; ,2021-9-25,702485,user29
B6RK4XX6O4W718066,109,2021-1-7,1762.97,install intelligent alternator; reduce blind spot; ,2021-2-13,271669,user29
B6RK4XX6O4W718066,79,2021-3-15,568.7,prevent fuel pump shutoff; change speaker configuration; ,2021-3-28,589228,user33
B6RK4XX6O4W718066,98,2021-4-15,2047.32,replace fuel filter; ,2021-6-15,719373,user33
B6RK4XX6O4W718066,177,2021-6-18,56.87,install anti-theft alarm; adjust accelerator pedal linkage; ,2021-7-6,730748,user12
B6RK4XX6O4W718066,73,2021-7-22,341.22,adjust ignition timing; reduce blind spot; ,2021-7-28,805902,user15
B6RK4XX6O4W718066,144,2021-9-11,56.87,replace crankcase ventilation filter; change coolant; ,2021-9-23,1113315,roland
B8R5GVJM8U6577878,57,2021-5-2,1020.21,attach seat extension; ,2021-6-29,82054,user15
B8R5GVJM8U6577878,101,2021-8-20,34.01,install roof spoiler; repair cooled seats; ,2021-9-6,316165,roland
B8R5GVJM8U6577878,75,2021-9-17,68.01,configure audio remote control; install on-board diagnosis system; ,2021-9-22,337119,user13
BEE6XDILLEY125933,56,2021-7-5,27.2,adjust regenerative braking; adjust retractable mirrors; ,2021-7-19,197613,user15
BEE6XDILLEY125933,51,2021-7-20,353.66,fix ventilated seats; ,2021-8-10,207124,user13
BEE6XDILLEY125933,34,2021-8-18,489.68,add heated windshield; replace stabilizer bar; ,2021-9-12,277695,user15
BEE6XDILLEY125933,150,2021-9-13,108.82,adjust reverse tilt mirrors; attach seat extension; ,2021-9-22,278706,user12
BJBHBZBQT6J386548,173,2021-3-12,127.47,install curtain airbags; adjust seat belts tension; ,2021-4-6,25951,user15
BJBHBZBQT6J386548,151,2021-4-16,36.42,set up gyro sensor; fix broken tow hooks; ,2021-4-21,95553,user15
BJBHBZBQT6J386548,102,2021-8-10,127.47,improve engine performance; replace liftgate window; ,2021-9-11,1189282,user29
BNWVPB0TCZ5369050,134,2020-12-15,112.5,fix nvh dampening system; adjust block heater; ,2020-12-16,261046,user15
BNWVPB0TCZ5369050,35,2021-2-11,506.24,change suspension fluid; fix cylinder head bolts; ,2021-2-23,922593,roland
BNWVPB0TCZ5369050,70,2021-3-21,562.49,fix broken tow hooks; fix nvh dampening system; ,2021-4-3,1164879,user15
BNWVPB0TCZ5369050,23,2021-5-14,168.75,refurbish power steering; install smoked glass; ,2021-5-16,1256377,user17
BNWVPB0TCZ5369050,69,2021-6-11,393.74,change memory settings of the onboard computer; replace catalytic converter; ,2021-6-25,1487224,user29
BNWVPB0TCZ5369050,77,2021-7-13,787.48,replace liftgate window; change oil filter; ,2021-8-8,1623221,user29
BNWVPB0TCZ5369050,140,2021-8-17,393.74,install separate rear audio; install curtain airbags; ,2021-9-16,1657308,user17
BO6V8DRDEV2627679,21,2021-3-24,435.49,adjust reverse tilt mirrors; install separate rear audio; ,2021-3-31,64495,user17
BO6V8DRDEV2627679,155,2021-4-25,1679.74,install turbocharger; make polarization coating; ,2021-6-2,112767,user29
BO6V8DRDEV2627679,31,2021-6-15,186.64,refurbish power steering; change coolant; ,2021-6-20,206511,user29
BO6V8DRDEV2627679,85,2021-6-30,186.64,adjust block heater; change purge valve; ,2021-7-16,313203,user15
BO6V8DRDEV2627679,157,2021-7-18,373.27,replace catalytic converter; replace catalytic converter; ,2021-7-24,334216,user12
BO6V8DRDEV2627679,56,2021-9-4,435.49,attach seat extension; change air conditioner refrigerant; ,2021-9-14,706025,user15
BROGP21GT25414842,177,2021-5-21,146.21,adjust low fuel warning indicator; set up satellite radio; ,2021-5-23,42022,user17
BROGP21GT25414842,112,2021-5-30,292.41,fix nvh dampening system; install roof spoiler; ,2021-6-10,70132,user30
BROGP21GT25414842,14,2021-6-26,243.68,replace ace filter; set up gyro sensor; ,2021-7-4,76315,user29
BROGP21GT25414842,150,2021-7-8,292.41,install on-board diagnosis system; replace crankcase ventilation filter; ,2021-7-17,89633,user33
BROGP21GT25414842,28,2021-7-28,97.47,replace timing belt tensioner; improve cylinder configuration; ,2021-8-3,116074,user13
BROGP21GT25414842,61,2021-8-8,48.74,set up auto-delay headlights; correct abs; ,2021-8-10,138535,user33
BROGP21GT25414842,130,2021-8-11,48.74,reconfigure service reminder light; ,2021-8-12,148012,user30
BROGP21GT25414842,64,2021-8-30,877.24,install vanity mirrors; replace radiator core & ac condenser; ,2021-9-16,353957,user33
BROGP21GT25414842,29,2021-9-21,97.47,replace timing belt tensioner; fix rear hvac; ,2021-9-22,359108,user13
BSAQRUZ4AQV214478,94,2020-8-17,1381.28,install separate rear audio; replace water pump; ,2021-2-20,120760,user15
BSAQRUZ4AQV214478,48,2021-3-7,328.88,replace ace filter; adjust retractable mirrors; ,2021-4-10,234663,user17
C15AQKT03T5311862,60,2021-2-10,12.04,adjust hybrid performance; ,2021-2-11,85671,roland
C15AQKT03T5311862,167,2021-3-15,96.35,fix nvh dampening system; fix ventilated seats; ,2021-3-23,307177,user12
C15AQKT03T5311862,146,2021-4-1,12.04,adjust accelerator pedal linkage; add heated windshield; ,2021-4-4,314686,user29
C15AQKT03T5311862,154,2021-4-12,24.09,change wheel cylinders; replace steering column lock; ,2021-4-18,377592,roland
C15AQKT03T5311862,44,2021-4-21,252.91,replace crankcase ventilation filter; reduce carbon footprint; ,2021-5-27,405681,user29
C15AQKT03T5311862,115,2021-7-28,204.74,replace timing belt tensioner; adjust retractable mirrors; ,2021-8-17,933502,user30
C15AQKT03T5311862,66,2021-8-23,168.61,configure universal remote control; repair seatbelt force limiters; ,2021-9-16,952198,user29
C2JK28BV6S1248001,38,2021-6-22,635.44,install curtain airbags; fix nvh dampening system; ,2021-7-15,172365,user15
C2JK28BV6S1248001,103,2021-8-1,28.88,install parking sensors; attach exterior camera; ,2021-8-3,338989,user17
C2JK28BV6S1248001,63,2021-8-9,28.88,reduce carbon footprint; attach seat extension; ,2021-8-10,366217,user30
C2JK28BV6S1248001,39,2021-8-12,115.53,repair seatbelt force limiters; repair shiftable automatic transmission; ,2021-8-15,370858,user17
C2JK28BV6S1248001,174,2021-8-19,173.3,install on-board diagnosis system; replace brake pedal spring; ,2021-8-25,399554,roland
C2JK28BV6S1248001,7,2021-8-28,115.53,fix solar sunroof; adjust hybrid performance; ,2021-9-1,409857,user29
C2SS48P7UYI831488,20,2021-6-9,119.23,reduce fuel consumption; adjust retractable mirrors; ,2021-6-11,95353,user12
C2SS48P7UYI831488,34,2021-6-17,158.98,fix deceleration system; make polarization coating; ,2021-6-21,96278,user30
C2SS48P7UYI831488,132,2021-7-6,278.21,replace radiator hoses; ,2021-7-12,156877,user30
C2SS48P7UYI831488,50,2021-7-24,357.7,adjust hybrid performance; change speaker configuration; ,2021-8-2,282054,user30
C2SS48P7UYI831488,122,2021-8-11,596.16,change oil filter; ,2021-9-6,327362,user17
C2SS48P7UYI831488,190,2021-9-15,39.74,change wheel cylinders; configure audio remote control; ,2021-9-22,388308,user30
CJJ5SBM35DI082557,7,2021-6-15,1991.27,replace fuel filter; change purge valve; ,2021-9-24,14463,roland
COPRS63UGGH984959,22,2021-6-4,114.68,fix steering damper; attach exterior camera; ,2021-6-5,158292,user12
COPRS63UGGH984959,78,2021-6-6,1261.44,set up satellite radio; change steering rack; ,2021-7-9,163462,user29
COPRS63UGGH984959,28,2021-7-19,57.34,fix ventilated seats; fix cylinder head bolts; ,2021-7-20,227870,user33
COPRS63UGGH984959,110,2021-7-23,114.68,attach seat extension; fix power activated release; ,2021-7-26,261567,user13
COPRS63UGGH984959,29,2021-8-6,344.03,replace crankcase ventilation filter; replace water pump; ,2021-8-12,311795,roland
COPRS63UGGH984959,36,2021-8-15,114.68,repair shiftable automatic transmission; install optional equipment; ,2021-8-16,337294,user30
COPRS63UGGH984959,4,2021-8-28,114.68,fix steering damper; adjust seat belts tension; ,2021-9-1,365789,user17
COPRS63UGGH984959,102,2021-9-16,229.35,install separate rear audio; fix a-pillar; ,2021-9-20,420214,user17
CQ7SBSA7JFD966361,157,2021-3-1,7965.59,upgrade navigation system; install roof spoiler; ,2021-5-19,68739,user12
CQ7SBSA7JFD966361,57,2021-6-8,13541.5,fix nvh dampening system; replace ace filter; ,2021-9-1,180649,roland
CQ7SBSA7JFD966361,26,2021-9-8,477.94,replace ace filter; change steering rack; ,2021-9-22,191740,user33
D1YNI86BAFG479600,126,2020-12-19,50.63,attach spoiler; set up auto-delay headlights; ,2020-12-20,208113,roland
D1YNI86BAFG479600,198,2021-3-7,278.47,adjust accelerator pedal linkage; replace liftgate window; ,2021-3-19,1106543,user29
D1YNI86BAFG479600,37,2021-3-26,253.15,prevent fuel pump shutoff; replace radiator hoses; ,2021-5-24,1155088,user17
D1YNI86BAFG479600,32,2021-6-24,50.63,attach seat extension; repair shiftable automatic transmission; ,2021-6-26,1293076,user15
D1YNI86BAFG479600,199,2021-7-13,253.15,reduce fuel consumption; fix rear hvac; ,2021-7-25,1328753,user13
D1YNI86BAFG479600,189,2021-8-14,202.52,configure universal remote control; make polarization coating; ,2021-8-23,1437574,user13
D44SOXOWG6K878614,56,2021-6-16,514.93,check drive axle boots; prevent fuel pump shutoff; ,2021-7-20,49851,user17
DQ8KBM24EHR977367,173,2020-3-16,579.93,reduce fuel consumption; install active pedestrian protection system; ,2020-4-5,328523,roland
DQ8KBM24EHR977367,153,2020-5-26,108.74,replace timing belt tensioner; fix air filter restriction indicator; ,2020-5-28,474308,user17
DQ8KBM24EHR977367,66,2020-6-23,978.63,reduce carbon footprint; install roof spoiler; ,2020-7-26,652939,roland
DQ8KBM24EHR977367,70,2020-8-8,108.74,replace ace filter; upgrade navigation system; ,2020-8-14,736423,user13
DQ8KBM24EHR977367,47,2020-10-16,1776.03,attach exterior camera; repair seatbelt force limiters; ,2020-12-12,1368407,user15
DQ8KBM24EHR977367,133,2021-2-21,217.47,improve engine performance; adjust reverse tilt mirrors; ,2021-3-17,2019130,user17
DQ8KBM24EHR977367,39,2021-4-13,543.68,make polarization coating; fix air filter restriction indicator; ,2021-5-25,2110374,user30
DQXE6GO6G5V238732,72,2021-2-11,39,adjust seat belts tension; change speaker configuration; ,2021-5-12,83734,user12
DQXE6GO6G5V238732,79,2021-6-8,39,fix power activated release; ,2021-6-12,172050,user12
DQXE6GO6G5V238732,182,2021-6-13,78,replace steering column lock; adjust ignition timing; ,2021-6-20,183401,user12
DQXE6GO6G5V238732,106,2021-7-6,1871.92,replace tail lights; install on-board diagnosis system; ,2021-9-5,325304,user15
DU3RGWYKW1Y406090,64,2021-9-17,15.65,set up gyro sensor; check drive axle boots; ,2021-9-17,288551,user17
DVKLB2SJQZ4928063,146,2020-10-9,1016.01,replace steering column lock; adjust reverse tilt mirrors; ,2020-11-15,209584,user15
DVKLB2SJQZ4928063,128,2021-2-20,203.2,replace steering column lock; fix solar sunroof; ,2021-2-27,281700,user30
DVKLB2SJQZ4928063,12,2021-3-11,101.6,install anti-theft alarm; install optional equipment; ,2021-3-17,397038,user30
DVKLB2SJQZ4928063,106,2021-4-18,152.4,install dusk-sensing headlights; reduce fuel consumption; ,2021-4-28,649235,user33
DVKLB2SJQZ4928063,134,2021-5-30,304.8,repair shiftable automatic transmission; ,2021-6-26,1012151,user12
DVKLB2SJQZ4928063,126,2021-8-31,203.2,reduce fuel consumption; reduce fuel consumption; ,2021-9-8,1475685,user15
DXWOU1SERL5871765,2,2021-5-13,177,repair cooled seats; ,2021-5-27,354071,user30
E0TRL43QPJZ815034,49,2021-5-18,13.58,prevent fuel pump shutoff; ,2021-5-19,53793,user13
E0TRL43QPJZ815034,11,2021-5-20,40.73,attach exterior camera; change air conditioner refrigerant; ,2021-5-22,60648,user13
E0TRL43QPJZ815034,131,2021-5-27,27.15,change pcv filter/pcv valve; adjust turn signals; ,2021-5-31,85716,user30
E0TRL43QPJZ815034,43,2021-6-14,54.31,adjust hybrid performance; repair direct injection system; ,2021-6-18,166775,user15
E0TRL43QPJZ815034,184,2021-7-3,13.58,configure universal remote control; reconfigure service reminder light; ,2021-7-21,210620,user17
E0TRL43QPJZ815034,81,2021-7-28,27.15,make polarization coating; ,2021-8-10,242419,roland
E0TRL43QPJZ815034,126,2021-9-4,13.58,change steering rack; ,2021-9-13,502241,user33
E4QKUQMW0P8911175,66,2020-9-1,42.49,install dusk-sensing headlights; fix sunroof; ,2020-9-3,48195,roland
E4QKUQMW0P8911175,103,2020-9-24,70.82,replace radiator core & ac condenser; ,2020-9-29,261731,user33
E4QKUQMW0P8911175,169,2020-11-28,127.47,fix air filter restriction indicator; attach spoiler; ,2020-12-23,939785,user29
E7IYDL7OWFB606746,49,2021-4-20,178.21,attach exterior camera; replace brake pedal spring; ,2021-5-11,56463,roland
E7IYDL7OWFB606746,1,2021-5-18,11.14,repair shiftable automatic transmission; install parking sensors; ,2021-5-20,79593,user13
E7IYDL7OWFB606746,16,2021-6-18,144.79,fix cylinder head bolts; change oil filter; ,2021-7-7,355951,user30
E7IYDL7OWFB606746,117,2021-7-25,77.96,replace fuel filter; adjust running boards; ,2021-8-3,491680,user29
E7IYDL7OWFB606746,197,2021-8-25,222.76,reduce carbon footprint; adjust climate control; ,2021-9-25,746182,user12
EHD6YVSC102433673,36,2021-8-29,56.36,reduce blind spot; fix ventilated seats; ,2021-9-9,819669,user12
EL1MM2S516M653465,181,2021-7-21,153.89,fix a-pillar; adjust low fuel warning indicator; ,2021-7-26,408615,user15
EL1MM2S516M653465,63,2021-9-5,430.88,change timing belt; check drive axle boots; ,2021-9-18,736690,user17
EQBIYSJUAOQ651323,183,2021-1-9,1291.09,fix solar sunroof; change brake linings; ,2021-3-4,292850,user15
EQBPALH70WZ127691,84,2020-12-19,1079.4,adjust running boards; ,2021-4-25,18996,roland
EQBPALH70WZ127691,88,2021-5-13,34.09,replace brake pedal spring; fix rear hvac; ,2021-5-23,184905,user33
EQBPALH70WZ127691,69,2021-6-29,11.36,fix power activated release; change speaker configuration; ,2021-7-4,278419,roland
ESP5Z0140W6022687,66,2021-6-13,295.69,install dusk-sensing headlights; adjust reverse tilt mirrors; ,2021-6-29,161966,user12
ESP5Z0140W6022687,22,2021-7-23,315.41,change purge valve; adjust block heater; ,2021-9-14,293801,user12
EZLHZ7DD2ZE033058,96,2021-5-13,2832.74,fix a-pillar; replace fuel filter; ,2021-8-9,153240,user33
EZLHZ7DD2ZE033058,140,2021-8-17,1710.33,adjust low fuel warning indicator; change pcv filter/pcv valve; ,2021-9-20,216089,user33
F1MEI0IF6FC764593,139,2021-2-28,7436.09,adjust adaptive cruise control; configure universal remote control; ,2021-8-31,615832,user15
F3DB4T10CH7242347,97,2021-6-27,165.03,replace fuel filter; reduce carbon footprint; ,2021-7-4,60159,user12
F3DB4T10CH7242347,121,2021-7-17,474.46,replace water pump; reduce carbon footprint; ,2021-8-17,183789,user12
F3DB4T10CH7242347,183,2021-9-5,41.26,set up satellite radio; adjust low fuel warning indicator; ,2021-9-11,229280,user13
F3DB4T10CH7242347,9,2021-9-20,20.63,adjust reverse tilt mirrors; ,2021-9-20,293154,user30
F63IMMDNGBM441376,86,2021-4-24,72.26,install roof spoiler; adjust climate control; ,2021-6-1,135689,user13
F63IMMDNGBM441376,59,2021-6-18,662.38,fix deceleration system; install curtain airbags; ,2021-8-18,334839,user17
